trunk,fromLocation,toLocation,loadedFor,lanes, branchCost,wTCost,linkId,thisBranch.myMeasureType
44,359.8344910_051.5208010,359.8357120_051.5209940,4,3,264,670,44,1
44,359.8344400_051.5207940,359.8344910_051.5208010,3,3,6,670,9,1
44,359.8328060_051.5205140,359.8344400_051.5207940,3,3,217,670,49,1
44,359.8298840_051.5200560,359.8328060_051.5205140,1,2,49,670,42,1
44,359.8291160_051.5199890,359.8328060_051.5205140,1,2,37,670,43,1
44,359.8344780_051.5207880,359.8344910_051.5208010,4,1,1,670,37,1
44,359.8345140_051.5206890,359.8344780_051.5207880,3,2,23,670,7,1
44,359.8345170_051.5206800,359.8345140_051.5206890,3,2,3,670,10,1
44,359.8342880_051.5200840,359.8345170_051.5206800,2,2,70,670,24,1
