trunkId, iteration, wTCost, branchesCount, splits, costOfThisIterOnly, loadedFor, avgK
44,15,144,6,1,104,1,1.2
44,16,355,7,1,211,2,1.16666666666667
44,17,670,9,2,315,3,1.28571428571429
44,18,1009,10,2,339,4,1.25
50,18,545,4,0,306,2,1
44,19,1443,10,2,434,5,1.25
50,19,929,4,0,384,3,1
44,20,2045,12,2,602,6,1.2
50,20,1414,7,0,485,4,1
44,21,2719,12,2,674,7,1.2
50,21,2052,7,0,638,5,1
44,22,3446,12,2,727,8,1.2
50,22,2780,9,1,728,6,1.125
