trunkId, day1, day2, day3, day4, day5,
4626,0,4,0,0,8,
1688,0,4,0,0,0,
53,0,4,0,0,0,
1400,0,10,0,0,0,
1577,0,5,0,0,0,
537,0,2,0,0,0,
1487,0,8,0,0,0,
1106,0,6,9,0,0,
1653,0,14,0,0,0,
2097,0,5,13,0,11,
1458,0,8,3,4,0,
77,0,5,0,8,0,
1479,0,4,0,0,0,
1633,0,6,0,0,0,
1040,0,23,5,5,0,
1534,0,5,0,0,0,
1554,0,15,0,0,0,
2443,0,3,3,0,5,
1660,0,8,0,0,0,
848,0,23,6,0,0,
1551,0,5,0,0,0,
1544,0,5,0,0,0,
395,0,5,3,0,0,
1463,0,16,0,0,0,
1480,0,6,5,0,8,
618,0,5,0,0,0,
723,0,6,0,0,0,
1332,0,9,0,0,0,
1605,0,10,0,0,73,
1728,0,7,0,0,0,
1394,0,6,0,0,0,
1618,0,8,8,0,0,
1625,0,11,0,0,0,
799,0,16,0,0,62,
1211,0,23,4,0,0,
516,0,6,0,0,0,
520,0,4,0,0,0,
708,0,10,0,0,0,
892,0,6,0,0,0,
1122,0,6,0,4,0,
1637,0,4,0,0,0,
1629,0,14,0,0,0,
1570,0,8,0,0,0,
2779,0,20,0,0,0,
1382,0,23,0,0,0,
1673,0,8,0,19,21,
1036,0,23,15,0,0,
210,0,4,0,4,0,
1638,0,7,0,0,0,
2560,0,5,2,2,0,
851,0,21,0,0,0,
804,0,9,53,0,7,
4477,0,11,0,0,0,
474,0,2,0,0,0,
1716,0,23,79,0,0,
1919,0,11,0,0,61,
265,0,19,0,2,0,
406,0,10,0,0,0,
1375,0,9,29,0,24,
1793,0,4,4,0,0,
1284,0,4,0,0,0,
1357,0,10,0,0,0,
1321,0,11,0,0,0,
358,0,5,4,7,9,
1808,0,6,7,8,9,
996,0,6,12,0,0,
2836,0,7,0,2,11,
1961,0,4,0,12,2,
562,0,18,0,77,68,
1035,0,23,0,0,0,
1651,0,14,0,0,0,
268,0,15,0,0,0,
378,0,23,1,0,0,
2442,0,4,15,6,27,
2681,0,3,0,15,0,
354,0,2,0,0,0,
1007,0,6,0,0,0,
2421,0,4,2,0,0,
1303,0,20,3,0,0,
1726,0,19,0,0,0,
2360,0,6,0,12,8,
2175,0,5,58,21,6,
2362,0,5,0,0,2,
2361,0,4,0,0,3,
1330,0,7,0,0,0,
1526,0,2,2,0,0,
859,0,0,2,6,0,
1519,0,0,12,0,0,
290,0,0,2,0,5,
1909,0,0,5,59,69,
1085,0,0,21,0,0,
1345,0,0,2,9,0,
182,0,0,11,15,6,
1044,0,0,69,0,0,
1820,0,0,4,10,0,
1096,0,0,3,0,0,
2335,0,0,106,52,85,
2959,0,0,5,6,0,
2063,0,0,6,0,0,
2526,0,0,5,8,29,
422,0,0,58,8,0,
2354,0,0,25,10,0,
81,0,0,11,8,31,
2185,0,0,2,0,0,
1054,0,0,17,10,33,
451,0,0,2,0,0,
2479,0,0,2,0,0,
2733,0,0,11,0,0,
100,0,0,9,0,0,
183,0,0,4,0,0,
2300,0,0,6,0,0,
2657,0,0,9,0,69,
1525,0,0,7,0,0,
1575,0,0,12,8,20,
1408,0,0,8,0,4,
675,0,0,2,0,4,
2349,0,0,5,7,0,
2343,0,0,10,0,0,
96,0,0,36,0,0,
2763,0,0,2,0,0,
1019,0,0,7,3,19,
1588,0,0,5,0,4,
674,0,0,3,0,0,
1273,0,0,3,0,0,
184,0,0,10,0,0,
394,0,0,2,0,0,
1945,0,0,10,0,0,
798,0,0,6,0,6,
1805,0,0,9,0,0,
864,0,0,6,0,0,
2516,0,0,7,0,0,
2965,0,0,8,14,2,
2351,0,0,6,0,4,
2210,0,0,6,0,0,
1083,0,0,2,0,0,
2350,0,0,8,6,0,
2736,0,0,9,0,0,
575,0,0,7,0,0,
