"_id",trunkId,loadedFor,startIteration,wtCost,generation,endIteration,key,isLeaf,totalBranches,time,maxCost,costProb,maxTime,timeProb
60892b88a2b58403ecce3fab,1246,5,31,394,0,37,1246-31,false,0,7,394,1,7,1
60892b88a2b58403ecce3fac,2515,9,36,205,0,37,2515-36,true,0,2,205,1,2,1
60892b88a2b58403ecce3fad,373,6,34,1142,0,37,373-34,true,0,4,1142,1,4,1
60892b88a2b58403ecce3fae,1161,9,37,382,0,37,1161-37,true,0,1,382,1,1,1
60892b88a2b58403ecce3faf,71,8,37,86,0,37,71-37,true,0,1,86,1,1,1
60892b88a2b58403ecce3fb0,553,4,33,259,0,37,553-33,true,0,5,259,1,5,1
60892b88a2b58403ecce3fb1,401,6,37,80,0,37,401-37,true,0,1,80,1,1,1
60892b88a2b58403ecce3fb2,877,5,37,82,0,37,877-37,true,0,1,82,1,1,1
60892b88a2b58403ecce3fb3,2400,2,33,220,0,37,2400-33,true,0,5,220,1,5,1
60892b88a2b58403ecce3fb4,1076,5,37,229,0,37,1076-37,true,0,1,229,1,1,1
60892b88a2b58403ecce3fb5,1026,3,37,68,0,37,1026-37,true,0,1,68,1,1,1
60892b88a2b58403ecce3fb6,1289,2,37,104,0,37,1289-37,true,0,1,104,1,1,1
60892b88a2b58403ecce3fb7,161,2,37,93,1,37,161-37,true,0,1,215,0.698051948051948,8,0.8888888888888888
60892b88a2b58403ecce3fb8,2744,9,36,2451,1,38,2744-36,false,0,3,2451,0.5773851590106007,6,0.6666666666666666
60892b88a2b58403ecce3fb9,59,6,36,937,0,38,59-36,false,0,3,937,1,3,1
60892b88a2b58403ecce3fba,396,8,36,325,0,38,396-36,true,0,3,325,1,3,1
60892b88a2b58403ecce3fbb,1987,6,38,74,0,38,1987-38,true,0,1,74,1,1,1
60892b88a2b58403ecce3fbc,862,6,35,191,0,38,862-35,true,0,4,191,1,4,1
60892b88a2b58403ecce3fbd,1144,8,36,333,0,38,1144-36,true,0,3,333,1,3,1
60892b88a2b58403ecce3fbe,2667,9,37,614,1,38,2667-37,true,0,2,734,0.5445103857566765,6,0.75
60892b88a2b58403ecce3fbf,2448,10,38,338,0,38,2448-38,true,0,1,338,1,1,1
60892b88a2b58403ecce3fc0,1264,9,38,91,0,38,1264-38,true,0,1,91,1,1,1
60892b88a2b58403ecce3fc1,2759,2,31,128,0,38,2759-31,true,0,8,128,1,8,1
60892b88a2b58403ecce3fc2,1002,4,34,969,2,38,1002-34,false,0,5,969,0.6094339622641509,5,0.5555555555555556
60892b88a2b58403ecce3fc3,2314,4,34,1142,0,38,2314-34,true,0,5,1142,1,5,1
60892b88a2b58403ecce3fc4,2875,0,38,116,0,38,2875-38,true,0,1,116,1,1,1
60892b88a2b58403ecce3fc5,299,6,37,142,0,38,299-37,true,0,2,142,1,2,1
60892b88a2b58403ecce3fc6,1018,3,35,543,0,38,1018-35,true,0,4,543,1,4,1
60892b88a2b58403ecce3fc7,122,2,38,193,0,38,122-38,true,0,1,193,1,1,1
60892b88a2b58403ecce3fc8,785,5,38,112,0,38,785-38,true,0,1,112,1,1,1
60892b88a2b58403ecce3fc9,845,3,38,132,0,38,845-38,true,0,1,132,1,1,1
60892b88a2b58403ecce3fca,2633,10,38,498,0,39,2633-38,false,0,2,498,1,2,1
60892b88a2b58403ecce3fcb,2339,9,39,543,0,39,2339-39,false,0,1,543,1,1,1
60892b88a2b58403ecce3fcc,1395,4,38,148,0,39,1395-38,false,0,2,148,1,2,1
60892b88a2b58403ecce3fcd,2518,2,39,136,0,39,2518-39,true,0,1,136,1,1,1
60892b88a2b58403ecce3fce,1190,9,38,447,0,39,1190-38,false,0,2,447,1,2,1
60892b88a2b58403ecce3fcf,2433,4,33,228,0,39,2433-33,true,0,7,228,1,7,1
60892b88a2b58403ecce3fd0,2626,10,39,210,2,39,2626-39,true,0,1,2451,0.5501683501683502,6,0.6
60892b88a2b58403ecce3fd1,497,3,39,81,3,39,497-39,true,0,1,969,0.5798922800718133,5,0.5
60892b88a2b58403ecce3fd2,756,2,38,188,0,39,756-38,true,0,2,188,1,2,1
60892b88a2b58403ecce3fd3,988,8,38,90,0,39,988-38,true,0,2,90,1,2,1
60892b88a2b58403ecce3fd4,1897,6,36,123,0,39,1897-36,true,0,4,123,1,4,1
60892b88a2b58403ecce3fd5,2040,5,36,250,1,39,2040-36,true,0,4,656,0.7240618101545254,7,0.6363636363636364
