trunkId, iteration, wTCost, branchesCount, splits, costOfThisIterOnly, loadedFor, avgK
2393,159,1028,6,0,29,42,1
2366,159,814,2,0,0,40,1
404,159,982,5,1,14,39,1.25
547,159,2680,9,1,90,39,1.125
885,159,650,6,0,32,39,1
1226,159,236,3,0,8,39,1
1271,159,596,2,0,33,39,1
2259,159,2288,9,1,16,39,1.125
2306,159,924,5,0,43,39,1
186,159,2572,2,0,24,38,1
753,159,981,3,0,38,38,1
1342,159,249,6,0,7,38,1
1596,159,2447,8,0,25,38,1
1640,159,414,3,0,25,38,1
170,159,2896,2,0,37,37,1
2270,159,2316,5,0,60,37,1
140,159,1406,10,1,63,37,1.11111111111111
1758,159,3624,4,0,155,36,1
126,159,338,3,0,0,36,1
1628,159,474,6,0,1,36,1
1764,159,3264,2,0,38,36,1
1771,159,445,2,0,4,36,1
2034,159,7983,2,0,548,36,1
2811,159,943,6,0,34,36,1
279,159,794,2,0,12,35,1
309,159,2006,9,0,75,35,1
550,159,2428,4,1,158,35,1.33333333333333
1144,159,6476,12,1,214,34,1.09090909090909
1244,159,1712,11,2,18,35,1.22222222222222
1432,159,1004,2,0,53,35,1
1705,159,655,2,0,11,35,1
2489,159,1892,5,1,112,35,1.25
2577,159,753,8,0,40,35,1
292,159,260,2,0,12,34,1
1767,159,3516,8,0,37,34,1
115,159,2293,6,1,159,33,1.2
363,159,1129,3,0,70,33,1
400,159,648,2,0,41,33,1
1198,159,2238,6,1,148,33,1.2
841,159,1385,3,0,32,32,1
1164,159,4109,2,0,767,32,1
1354,159,5762,9,1,56,32,1.125
649,159,2217,12,1,26,30,1.09090909090909
2253,159,2773,2,0,99,32,1
2408,159,1660,2,0,43,32,1
702,159,239,2,0,7,31,1
1313,159,3819,4,0,180,31,1
1897,159,1152,2,0,44,31,1
2238,159,1107,2,0,3,31,1
2011,159,1299,7,0,28,29,1
2332,159,170,5,0,0,29,1
2245,159,627,2,0,33,26,1
250,159,168,5,0,0,25,1
167,159,672,3,0,101,23,1
407,159,904,2,0,0,23,1
169,159,451,5,1,34,22,1.25
174,159,139,2,0,0,22,1
352,159,751,8,1,26,20,1.14285714285714
222,159,68,3,0,0,16,1
2086,159,261,2,0,14,16,1
1335,159,140,3,0,4,15,1
2695,159,75082,14,2,10574,13,1.16666666666667
2220,159,14001,2,0,2116,11,1
38,159,31645,5,1,5983,8,1.25
712,159,1,4,0,0,9,1
2899,159,20498,11,1,3282,9,1.1
2188,159,346,3,0,94,9,1
490,159,11998,3,0,2079,8,1
566,159,587,11,2,43,8,1.22222222222222
949,159,421,2,0,0,8,1
1032,159,116,2,0,0,8,1
2918,159,1013,13,1,326,8,1.08333333333333
865,159,34,2,0,34,7,1
1120,159,61,2,0,0,7,1
1004,159,125,4,0,27,6,1
973,159,224,16,1,30,6,1.06666666666667
1609,159,42,3,0,0,6,1
1662,159,12,2,0,0,6,1
775,159,593,12,1,217,6,1.09090909090909
2095,159,42,2,0,35,6,1
2211,159,243,2,0,64,6,1
2457,159,539,4,0,163,6,1
116,159,527,3,0,63,5,1
2129,159,208,10,0,25,1,1
498,159,178,6,0,42,5,1
505,159,229,7,1,95,4,1.16666666666667
857,159,351,6,1,169,2,1.2
1066,159,174,5,0,72,5,1
1446,159,132,18,2,55,5,1.125
1647,159,131,3,0,5,5,1
1702,159,55,2,0,17,5,1
2024,159,12,15,1,0,5,1.07142857142857
2029,159,167,3,1,21,5,1.5
2068,159,28,7,1,0,5,1.16666666666667
2192,159,15,9,0,10,5,1
1210,159,536,12,1,215,4,1.09090909090909
626,159,18,3,0,18,4,1
709,159,2319,4,0,689,4,1
991,159,12,4,0,0,4,1
1356,159,646,3,0,134,4,1
1483,159,26,3,0,8,4,1
1849,159,83,2,0,14,4,1
1190,159,660,11,1,309,4,1.1
2225,159,4,2,0,0,4,1
2283,159,0,6,0,0,4,1
2314,159,474,2,0,0,4,1
2322,159,66,3,0,12,4,1
2336,159,188,10,1,103,4,1.11111111111111
2400,159,277,8,1,129,2,1.14285714285714
2907,159,20,6,0,0,4,1
34,159,46,2,0,30,3,1
2821,159,20,5,0,6,3,1
1015,159,86,3,0,38,3,1
2401,159,210,11,1,120,3,1.1
1428,159,167,4,0,39,3,1
1831,159,41,7,0,21,3,1
2545,159,724,2,0,167,3,1
2640,159,227,2,0,129,3,1
2746,159,34,3,0,17,3,1
65,159,59,5,0,6,2,1
124,159,127,8,0,110,2,1
2121,159,110,6,2,9,1,1.5
398,159,94,3,0,40,2,1
553,159,23,3,0,0,2,1
720,159,265,5,0,132,2,1
1585,159,120,4,0,87,2,1
748,159,145,5,0,96,2,1
2459,159,843,5,0,802,1,1
1291,159,29,4,0,16,2,1
832,159,13,5,0,13,1,1
1664,159,19,2,0,14,2,1
2097,159,8,2,0,8,2,1
1194,159,36,7,2,19,2,1.4
2326,159,6,2,0,6,2,1
2452,159,629,5,1,330,2,1.25
2634,159,21,2,0,11,2,1
421,159,0,4,0,0,1,1
536,159,4,2,0,4,1,1
619,159,20,3,0,20,1,1
770,159,2,3,0,0,1,1
785,159,25,2,0,25,1,1
2428,159,0,3,0,0,1,1
1100,159,74,5,0,48,1,1
1206,159,55,3,0,36,1,1
1358,159,19,2,0,6,1,1
1529,159,41,3,0,41,1,1
1559,159,37,3,1,37,1,1.5
1639,159,12,4,0,12,1,1
1925,159,45,3,1,37,1,1.5
2052,159,107,3,0,52,1,1
2334,159,15,3,1,8,1,1.5
2436,159,4,3,0,4,1,1
2898,159,22,2,0,22,1,1
1542,160,0,80,11,0,160,1.15942028985507
1841,160,0,7,1,0,160,1.16666666666667
75,160,0,4,0,0,160,1
80,160,0,2,0,0,160,1
205,160,0,3,0,0,160,1
206,160,0,2,0,0,160,1
223,160,0,2,0,0,160,1
241,160,0,3,1,0,160,1.5
268,160,0,16,3,0,160,1.23076923076923
1351,160,0,12,2,0,160,1.2
464,160,0,5,1,0,160,1.25
500,160,0,2,0,0,160,1
510,160,0,2,0,0,160,1
1117,160,0,6,2,0,160,1.5
591,160,0,4,0,0,160,1
604,160,0,2,0,0,160,1
1487,160,0,4,0,0,160,1
656,160,0,2,0,0,160,1
725,160,0,8,1,0,160,1.14285714285714
791,160,0,3,0,0,160,1
1592,160,0,8,0,0,160,1
848,160,0,6,1,0,160,1.2
1604,160,0,3,0,0,160,1
923,160,0,3,0,0,160,1
941,160,0,13,3,0,160,1.3
2027,160,2,13,2,0,160,1.18181818181818
1034,160,0,2,0,0,160,1
1778,160,0,3,0,0,160,1
1045,160,8994,3,0,41,160,1
1097,160,0,4,0,0,160,1
1625,160,0,3,0,0,160,1
1137,160,0,2,0,0,160,1
1172,160,0,2,0,0,160,1
1626,160,0,13,2,0,160,1.18181818181818
1629,160,0,4,0,0,160,1
2559,160,0,4,0,0,160,1
1211,160,0,2,0,0,160,1
1213,160,0,7,1,0,160,1.16666666666667
1382,160,0,2,0,0,160,1
2618,160,0,4,0,0,160,1
1463,160,0,2,0,0,160,1
1869,160,0,5,0,0,160,1
1973,160,0,5,0,0,160,1
1996,160,0,4,0,0,160,1
2113,160,0,4,0,0,160,1
1621,160,0,3,0,0,160,1
1644,160,0,4,0,0,160,1
2783,160,0,5,1,0,160,1.25
2814,160,0,4,0,0,160,1
2816,160,0,4,0,0,160,1
2808,160,0,6,0,0,160,1
2835,160,0,3,0,0,160,1
1781,160,0,3,1,0,160,1.5
1804,160,0,3,0,0,160,1
1855,160,0,2,0,0,160,1
1907,160,0,6,0,0,160,1
1928,160,0,2,0,0,160,1
2026,160,0,2,0,0,160,1
2067,160,0,2,0,0,160,1
2079,160,0,4,1,0,160,1.33333333333333
2158,160,0,6,1,0,160,1.2
2227,160,0,3,0,0,160,1
2247,160,0,3,0,0,160,1
2255,160,0,10,1,0,160,1.11111111111111
2320,160,0,4,0,0,160,1
2382,160,0,2,0,0,160,1
2383,160,0,7,1,0,160,1.16666666666667
2386,160,0,4,1,0,160,1.33333333333333
2396,160,0,2,0,0,160,1
2414,160,0,4,0,0,160,1
2610,160,0,5,2,0,160,1.66666666666667
2674,160,0,3,1,0,160,1.5
2676,160,0,4,0,0,160,1
2701,160,0,3,1,0,160,1.5
2711,160,0,2,0,0,160,1
2773,160,0,3,0,0,160,1
229,160,737,9,0,50,44,1
2172,160,15607,20,2,392,40,1.11111111111111
1530,160,5080,5,1,170,36,1.25
576,160,177,4,0,0,43,1
1025,160,9524,8,1,153,43,1.14285714285714
1979,160,1956,2,0,89,43,1
2393,160,1039,6,0,11,43,1
404,160,982,5,1,0,40,1.25
547,160,2757,9,1,77,40,1.125
885,160,700,6,0,50,40,1
1226,160,260,3,0,24,40,1
1271,160,655,2,0,59,40,1
2259,160,2336,9,1,48,40,1.125
2306,160,924,5,0,0,40,1
186,160,2583,2,0,11,39,1
753,160,989,3,0,8,39,1
1342,160,256,6,0,7,39,1
1596,160,2530,8,0,83,39,1
1640,160,421,3,0,7,39,1
170,160,3025,2,0,129,38,1
2270,160,2365,5,0,49,38,1
140,160,1469,10,1,63,38,1.11111111111111
1758,160,3787,4,0,163,37,1
126,160,338,3,0,0,37,1
1628,160,493,6,0,19,37,1
1764,160,3377,2,0,113,37,1
1771,160,486,2,0,41,37,1
2034,160,8525,2,0,542,37,1
2811,160,967,6,0,24,37,1
279,160,853,2,0,59,36,1
309,160,2108,9,0,102,36,1
550,160,2472,4,1,44,36,1.33333333333333
1144,160,6679,12,1,203,35,1.09090909090909
1244,160,1750,11,2,38,36,1.22222222222222
1432,160,1021,2,0,17,36,1
1705,160,666,2,0,11,36,1
2489,160,1905,5,1,13,36,1.25
2577,160,809,8,0,56,36,1
292,160,272,2,0,12,35,1
1767,160,3528,8,0,12,35,1
115,160,2330,6,1,37,34,1.2
363,160,1135,3,0,6,34,1
400,160,707,2,0,59,34,1
1198,160,2324,6,1,86,34,1.2
841,160,1446,3,0,61,33,1
1164,160,4845,2,0,736,33,1
1354,160,5786,9,1,24,33,1.125
649,160,2272,12,1,55,31,1.09090909090909
2253,160,2923,2,0,150,33,1
2408,160,1676,2,0,16,33,1
702,160,252,2,0,13,32,1
1313,160,3999,4,0,180,32,1
1897,160,1183,2,0,31,32,1
2238,160,1140,2,0,33,32,1
2011,160,1317,7,0,18,30,1
2332,160,170,5,0,0,30,1
2245,160,677,2,0,50,27,1
250,160,168,5,0,0,26,1
167,160,765,3,0,93,24,1
407,160,904,2,0,0,24,1
169,160,482,5,1,31,23,1.25
174,160,151,2,0,12,23,1
352,160,640,7,0,55,21,1
222,160,83,3,0,15,17,1
2086,160,289,2,0,28,17,1
1335,160,150,3,0,10,16,1
2695,160,85426,14,2,10344,14,1.16666666666667
2220,160,16206,2,0,2205,12,1
38,160,37459,5,1,5814,9,1.25
712,160,1,4,0,0,10,1
2899,160,23975,11,1,3477,10,1.1
2188,160,355,3,0,9,10,1
490,160,13999,3,0,2001,9,1
566,160,577,12,4,34,9,1.5
949,160,428,2,0,7,9,1
1032,160,116,2,0,0,9,1
2918,160,1316,13,1,303,9,1.08333333333333
865,160,50,2,0,16,8,1
973,160,236,16,1,12,7,1.06666666666667
1609,160,93,3,0,51,7,1
775,160,819,12,1,226,7,1.09090909090909
2211,160,253,2,0,10,7,1
2457,160,985,4,0,446,7,1
116,160,590,3,0,63,6,1
498,160,252,6,0,74,6,1
505,160,388,7,1,159,5,1.16666666666667
857,160,427,6,1,76,3,1.2
1066,160,209,5,0,35,6,1
1446,160,171,18,2,39,6,1.125
1702,160,61,2,0,6,6,1
2024,160,136,13,0,124,6,1
2029,160,201,3,1,34,6,1.5
2068,160,70,9,1,42,6,1.125
1210,160,699,12,1,163,5,1.09090909090909
51,160,31,9,1,23,5,1.125
626,160,22,4,0,4,5,1
709,160,2803,4,0,484,5,1
991,160,76,13,2,29,5,1.18181818181818
1017,160,399,5,0,0,5,1
1356,160,900,3,0,254,5,1
1483,160,22,2,0,0,5,1
1190,160,1236,14,2,514,5,1.16666666666667
2329,160,11,4,0,0,3,1
2283,160,9,6,0,9,5,1
2314,160,729,2,0,255,5,1
2322,160,86,3,0,20,5,1
2336,160,299,15,2,111,5,1.15384615384615
2529,160,157,7,1,19,5,1.16666666666667
2907,160,53,6,0,33,5,1
34,160,83,2,0,37,4,1
1015,160,109,3,0,23,4,1
2401,160,260,11,1,50,4,1.1
1428,160,183,4,0,16,4,1
2004,160,0,7,0,0,4,1
2545,160,865,2,0,141,4,1
2640,160,307,2,0,80,4,1
2746,160,46,3,0,12,4,1
2759,160,45,3,0,11,4,1
2925,160,109,4,0,47,4,1
65,160,127,14,2,46,3,1.16666666666667
2129,160,88,4,1,15,2,1.33333333333333
2634,160,37,3,0,16,3,1
398,160,105,3,0,11,3,1
720,160,324,5,0,59,3,1
1585,160,139,5,1,19,3,1.25
748,160,210,5,0,65,3,1
2459,160,1491,6,1,648,2,1.2
1291,160,37,6,0,8,3,1
832,160,17,3,0,17,3,1
1837,160,0,8,0,0,3,1
2097,160,12,2,0,4,3,1
1194,160,48,7,2,12,3,1.4
2326,160,51,3,1,45,3,1.5
2372,160,178,9,0,58,3,1
2400,160,214,3,0,75,3,1
2452,160,863,8,1,234,3,1.14285714285714
2122,160,291,14,3,181,1,1.27272727272727
573,160,42,6,0,38,1,1
619,160,20,3,0,0,2,1
785,160,57,3,1,32,2,1.5
787,160,14,4,1,3,2,1.33333333333333
2428,160,0,3,0,0,2,1
1100,160,84,6,0,10,2,1
1206,160,67,3,0,12,2,1
1340,160,39,2,0,3,2,1
1358,160,131,2,0,112,2,1
1559,160,81,2,0,44,2,1
1639,160,24,4,0,12,2,1
1762,160,0,4,0,0,2,1
1842,160,0,2,0,0,2,1
1925,160,99,3,1,54,2,1.5
2052,160,156,3,0,49,2,1
2334,160,15,3,1,0,2,1.5
2436,160,59,4,0,55,2,1
2898,160,26,2,0,4,2,1
122,160,177,7,1,90,1,1.16666666666667
197,160,4,3,0,4,1,1
281,160,185,5,1,0,1,1.25
472,160,503,3,0,299,1,1
555,160,5,5,0,0,1,1
930,160,6,2,0,0,1,1
1282,160,8,2,0,0,1,1
2639,160,103,7,2,51,1,1.4
2202,160,0,3,0,0,1,1
2348,160,14,2,0,0,1,1
2468,160,0,2,0,0,1,1
1542,161,0,80,11,0,161,1.15942028985507
1841,161,0,7,1,0,161,1.16666666666667
75,161,0,4,0,0,161,1
80,161,0,2,0,0,161,1
205,161,0,3,0,0,161,1
206,161,0,2,0,0,161,1
223,161,0,2,0,0,161,1
241,161,0,3,1,0,161,1.5
268,161,0,16,3,0,161,1.23076923076923
1351,161,0,12,2,0,161,1.2
464,161,0,5,1,0,161,1.25
500,161,0,2,0,0,161,1
510,161,0,2,0,0,161,1
1117,161,0,6,2,0,161,1.5
591,161,0,4,0,0,161,1
604,161,0,2,0,0,161,1
1487,161,0,4,0,0,161,1
656,161,0,2,0,0,161,1
725,161,0,8,1,0,161,1.14285714285714
791,161,0,3,0,0,161,1
1592,161,0,8,0,0,161,1
848,161,0,6,1,0,161,1.2
1604,161,0,3,0,0,161,1
923,161,0,3,0,0,161,1
941,161,0,13,3,0,161,1.3
2027,161,0,13,2,0,161,1.18181818181818
1034,161,0,2,0,0,161,1
1778,161,0,3,0,0,161,1
1045,161,9052,3,0,58,161,1
1097,161,0,4,0,0,161,1
1625,161,0,3,0,0,161,1
1137,161,0,2,0,0,161,1
1172,161,0,2,0,0,161,1
1626,161,0,13,2,0,161,1.18181818181818
1629,161,0,4,0,0,161,1
2559,161,0,4,0,0,161,1
1211,161,0,2,0,0,161,1
1213,161,0,7,1,0,161,1.16666666666667
1382,161,0,2,0,0,161,1
2618,161,0,4,0,0,161,1
1463,161,0,2,0,0,161,1
1869,161,0,5,0,0,161,1
1973,161,0,5,0,0,161,1
1996,161,0,4,0,0,161,1
2113,161,0,4,0,0,161,1
1621,161,0,3,0,0,161,1
1644,161,0,4,0,0,161,1
2783,161,0,5,1,0,161,1.25
2814,161,0,4,0,0,161,1
2816,161,0,4,0,0,161,1
2808,161,0,6,0,0,161,1
2835,161,0,3,0,0,161,1
1781,161,0,3,1,0,161,1.5
1804,161,0,3,0,0,161,1
1855,161,0,2,0,0,161,1
1907,161,0,6,0,0,161,1
1928,161,0,2,0,0,161,1
2026,161,0,2,0,0,161,1
2067,161,0,2,0,0,161,1
2079,161,0,4,1,0,161,1.33333333333333
2158,161,0,6,1,0,161,1.2
2227,161,0,3,0,0,161,1
2247,161,0,3,0,0,161,1
2255,161,0,10,1,0,161,1.11111111111111
2320,161,0,4,0,0,161,1
2382,161,0,2,0,0,161,1
2383,161,0,7,1,0,161,1.16666666666667
2386,161,0,4,1,0,161,1.33333333333333
2396,161,0,2,0,0,161,1
2414,161,0,4,0,0,161,1
2610,161,0,5,2,0,161,1.66666666666667
2674,161,0,3,1,0,161,1.5
2676,161,0,4,0,0,161,1
2701,161,0,3,1,0,161,1.5
2711,161,0,2,0,0,161,1
2773,161,0,3,0,0,161,1
229,161,780,9,0,43,45,1
2172,161,16366,20,2,759,41,1.11111111111111
1530,161,5257,5,1,177,37,1.25
576,161,177,4,0,0,44,1
1025,161,9845,8,1,321,44,1.14285714285714
1979,161,2036,2,0,80,44,1
2393,161,1057,6,0,18,44,1
404,161,1011,5,1,29,41,1.25
547,161,2859,9,1,102,41,1.125
885,161,732,6,0,32,41,1
1226,161,268,3,0,8,41,1
1271,161,666,2,0,11,41,1
2259,161,2373,9,1,37,41,1.125
2306,161,932,5,0,8,41,1
186,161,2668,2,0,85,40,1
753,161,1038,3,0,49,40,1
1342,161,263,6,0,7,40,1
1596,161,2593,8,0,63,40,1
1640,161,453,3,0,32,40,1
170,161,3067,2,0,42,39,1
2270,161,2414,5,0,49,39,1
140,161,1483,10,1,14,39,1.11111111111111
1758,161,4026,4,0,239,38,1
126,161,366,3,0,28,38,1
1628,161,502,6,0,9,38,1
1764,161,3538,2,0,161,38,1
1771,161,551,2,0,65,38,1
2034,161,8973,2,0,448,38,1
2811,161,1007,6,0,40,38,1
279,161,853,2,0,0,37,1
309,161,2199,9,0,91,37,1
550,161,2568,4,1,96,37,1.33333333333333
1144,161,6903,12,1,224,36,1.09090909090909
1244,161,1763,11,2,13,37,1.22222222222222
1432,161,1082,2,0,61,37,1
1705,161,690,2,0,24,37,1
2489,161,1971,5,1,66,37,1.25
2577,161,850,8,0,41,37,1
292,161,284,2,0,12,36,1
1767,161,3529,8,0,1,36,1
115,161,2585,6,1,255,35,1.2
363,161,1145,3,0,10,35,1
400,161,717,2,0,10,35,1
1198,161,2476,6,1,152,35,1.2
841,161,1637,3,0,191,34,1
1164,161,5205,2,0,360,34,1
1354,161,5810,9,1,24,34,1.125
649,161,2325,12,1,53,32,1.09090909090909
2253,161,3022,2,0,99,34,1
2408,161,1716,2,0,40,34,1
702,161,269,2,0,17,33,1
1313,161,4195,4,0,196,33,1
1897,161,1245,2,0,62,33,1
2238,161,1155,2,0,15,33,1
2011,161,1346,7,0,29,31,1
2332,161,170,5,0,0,31,1
2245,161,722,2,0,45,28,1
167,161,855,3,0,90,25,1
407,161,904,2,0,0,25,1
169,161,482,5,1,0,24,1.25
174,161,172,2,0,21,24,1
352,161,666,7,0,26,22,1
222,161,87,3,0,4,18,1
2086,161,317,2,0,28,18,1
1335,161,172,3,0,22,17,1
2695,161,95776,14,2,10350,15,1.16666666666667
2220,161,18304,2,0,2098,13,1
38,161,43355,5,1,5896,10,1.25
712,161,1,4,0,0,11,1
2899,161,26688,7,0,2713,11,1
2188,161,384,3,0,29,11,1
490,161,15430,3,0,1431,10,1
566,161,590,11,4,13,10,1.57142857142857
949,161,435,2,0,7,10,1
2918,161,1145,8,1,127,10,1.14285714285714
865,161,61,4,0,11,9,1
973,161,216,11,1,52,8,1.1
1609,161,115,3,0,22,8,1
2054,161,696,3,0,45,8,1
2211,161,253,2,0,0,8,1
2457,161,1026,4,0,41,8,1
116,161,602,3,0,12,7,1
498,161,271,6,0,19,7,1
505,161,621,7,1,233,6,1.16666666666667
857,161,524,6,1,97,4,1.2
1066,161,290,5,0,81,7,1
1446,161,255,18,2,84,7,1.125
1702,161,78,2,0,17,7,1
2024,161,342,13,0,206,7,1
2029,161,201,3,1,0,7,1.5
2068,161,97,7,1,27,7,1.16666666666667
1210,161,718,12,1,19,6,1.09090909090909
51,161,39,9,1,8,6,1.125
626,161,57,5,0,35,6,1
709,161,3525,4,0,722,6,1
1356,161,984,3,0,84,6,1
1483,161,46,6,0,24,6,1
1190,161,1547,11,1,559,6,1.1
2283,161,9,6,0,0,6,1
2314,161,903,3,0,174,6,1
2336,161,337,15,2,38,6,1.15384615384615
2400,161,344,6,0,95,4,1
2907,161,63,6,0,10,6,1
34,161,161,6,1,78,5,1.2
322,161,52,3,0,0,5,1
988,161,132,6,1,8,5,1.2
2401,161,298,11,1,38,5,1.1
1428,161,199,4,0,16,5,1
1925,161,164,6,0,53,3,1
2545,161,919,2,0,54,5,1
2640,161,458,2,0,151,5,1
2746,161,58,3,0,12,5,1
2759,161,87,5,1,42,5,1.25
2639,161,453,19,1,260,2,1.05555555555556
65,161,221,16,3,94,4,1.23076923076923
124,161,274,8,2,91,4,1.33333333333333
2436,161,66,4,0,7,3,1
2634,161,104,9,1,67,4,1.125
720,161,544,8,0,220,4,1
1585,161,182,5,1,43,4,1.25
748,161,235,7,1,25,4,1.16666666666667
2459,161,1551,6,1,60,3,1.2
1194,161,75,9,2,27,4,1.28571428571429
1291,161,71,8,1,34,4,1.14285714285714
1316,161,86,4,0,13,4,1
2097,161,41,2,0,29,4,1
2128,161,13,3,0,0,4,1
2329,161,7,3,0,0,4,1
2372,161,210,9,0,32,4,1
2452,161,863,8,1,0,4,1.14285714285714
2122,161,403,13,3,170,2,1.3
421,161,52,4,0,52,3,1
785,161,114,4,1,57,3,1.33333333333333
787,161,52,5,1,38,3,1.25
1206,161,85,4,0,18,3,1
2428,161,17,3,0,17,3,1
1100,161,90,8,0,6,3,1
1559,161,123,4,1,42,3,1.33333333333333
1639,161,47,4,0,23,3,1
1762,161,18,4,0,18,3,1
1842,161,22,5,0,22,3,1
1930,161,354,5,0,21,3,1
2052,161,141,2,0,0,3,1
2646,161,222,2,0,0,3,1
2898,161,34,2,0,8,3,1
2348,161,40,3,0,26,2,1
370,161,130,3,0,13,2,1
2202,161,8,4,0,8,2,1
535,161,25,2,0,4,2,1
71,161,7,3,0,7,1,1
1282,161,23,2,0,15,2,1
1858,161,208,4,0,79,2,1
2703,161,0,3,0,0,2,1
2807,161,49,3,0,0,2,1
31,161,12,5,0,3,1,1
411,161,23,2,0,23,1,1
470,161,68,2,0,68,1,1
2310,161,7,5,0,0,1,1
756,161,24,6,0,12,1,1
1458,161,13,2,0,0,1,1
1792,161,22,2,0,0,1,1
1974,161,69,8,0,34,1,1
2081,161,131,2,0,86,1,1
2186,161,22,4,0,0,1,1
2243,161,29,3,0,29,1,1
2380,161,17,5,0,0,1,1
2506,161,28,2,0,28,1,1
2535,161,45,2,0,0,1,1
2635,161,57,2,0,57,1,1
2877,161,76,2,0,31,1,1
1542,162,0,80,11,0,162,1.15942028985507
1841,162,0,7,1,0,162,1.16666666666667
75,162,0,4,0,0,162,1
80,162,0,2,0,0,162,1
205,162,0,3,0,0,162,1
206,162,0,2,0,0,162,1
223,162,0,2,0,0,162,1
241,162,0,3,1,0,162,1.5
268,162,0,16,3,0,162,1.23076923076923
1351,162,0,12,2,0,162,1.2
464,162,0,5,1,0,162,1.25
500,162,0,2,0,0,162,1
510,162,0,2,0,0,162,1
1117,162,0,6,2,0,162,1.5
591,162,0,4,0,0,162,1
604,162,0,2,0,0,162,1
1487,162,0,4,0,0,162,1
656,162,0,2,0,0,162,1
725,162,0,8,1,0,162,1.14285714285714
791,162,0,3,0,0,162,1
1592,162,0,8,0,0,162,1
848,162,0,6,1,0,162,1.2
1604,162,0,3,0,0,162,1
923,162,0,3,0,0,162,1
941,162,0,13,3,0,162,1.3
2027,162,0,13,2,0,162,1.18181818181818
1034,162,0,2,0,0,162,1
1778,162,0,3,0,0,162,1
1045,162,9110,3,0,58,162,1
1097,162,0,4,0,0,162,1
1625,162,0,3,0,0,162,1
1137,162,0,2,0,0,162,1
1172,162,0,2,0,0,162,1
1626,162,0,13,2,0,162,1.18181818181818
1629,162,0,4,0,0,162,1
2559,162,0,4,0,0,162,1
1211,162,0,2,0,0,162,1
1213,162,0,7,1,0,162,1.16666666666667
1382,162,0,2,0,0,162,1
2618,162,0,4,0,0,162,1
1463,162,0,2,0,0,162,1
1869,162,0,5,0,0,162,1
1973,162,0,5,0,0,162,1
1996,162,0,4,0,0,162,1
2113,162,0,4,0,0,162,1
1621,162,0,3,0,0,162,1
1644,162,0,4,0,0,162,1
2783,162,0,5,1,0,162,1.25
2814,162,0,4,0,0,162,1
2816,162,0,4,0,0,162,1
2808,162,0,6,0,0,162,1
2835,162,0,3,0,0,162,1
1781,162,0,3,1,0,162,1.5
1804,162,0,3,0,0,162,1
1855,162,0,2,0,0,162,1
1907,162,0,6,0,0,162,1
1928,162,0,2,0,0,162,1
2026,162,0,2,0,0,162,1
2067,162,0,2,0,0,162,1
2079,162,0,4,1,0,162,1.33333333333333
2158,162,0,6,1,0,162,1.2
2227,162,0,3,0,0,162,1
2247,162,0,3,0,0,162,1
2255,162,0,10,1,0,162,1.11111111111111
2320,162,0,4,0,0,162,1
2382,162,0,2,0,0,162,1
2383,162,0,7,1,0,162,1.16666666666667
2386,162,0,4,1,0,162,1.33333333333333
2396,162,0,2,0,0,162,1
2414,162,0,4,0,0,162,1
2610,162,0,5,2,0,162,1.66666666666667
2674,162,0,3,1,0,162,1.5
2676,162,0,4,0,0,162,1
2701,162,0,3,1,0,162,1.5
2711,162,0,2,0,0,162,1
2773,162,0,3,0,0,162,1
229,162,807,9,0,27,46,1
2172,162,17351,20,2,985,42,1.11111111111111
1530,162,5399,5,1,142,38,1.25
576,162,182,4,0,5,45,1
1025,162,10057,8,1,212,45,1.14285714285714
1979,162,2077,2,0,41,45,1
2393,162,1075,6,0,18,45,1
404,162,980,3,0,17,42,1
547,162,2940,9,1,81,42,1.125
885,162,748,6,0,16,42,1
1226,162,276,3,0,8,42,1
1271,162,684,2,0,18,42,1
2259,162,2420,9,1,47,42,1.125
2306,162,937,5,0,5,42,1
186,162,2728,2,0,60,41,1
753,162,1042,3,0,4,41,1
1342,162,263,6,0,0,41,1
1596,162,2666,8,0,73,41,1
1640,162,460,3,0,7,41,1
170,162,3129,2,0,62,40,1
2270,162,2492,5,0,78,40,1
140,162,1504,10,1,21,40,1.11111111111111
1758,162,4163,4,0,137,39,1
126,162,382,3,0,16,39,1
1628,162,511,6,0,9,39,1
1764,162,3619,2,0,81,39,1
1771,162,592,2,0,41,39,1
2034,162,9439,2,0,466,39,1
2811,162,1032,6,0,25,39,1
279,162,853,2,0,0,38,1
309,162,2273,9,0,74,38,1
550,162,2647,4,1,79,38,1.33333333333333
1144,162,7190,12,1,287,37,1.09090909090909
1244,162,1799,11,2,36,38,1.22222222222222
1432,162,1102,2,0,20,38,1
1705,162,708,2,0,18,38,1
2489,162,2043,5,1,72,38,1.25
2577,162,875,8,0,25,38,1
292,162,302,2,0,18,37,1
1767,162,3568,8,0,39,37,1
115,162,2746,6,1,161,36,1.2
363,162,1151,3,0,6,36,1
400,162,785,2,0,68,36,1
1198,162,2519,6,1,43,36,1.2
841,162,1672,3,0,35,35,1
1164,162,5941,2,0,736,35,1
1354,162,5882,9,1,72,35,1.125
649,162,2491,12,1,166,33,1.09090909090909
2253,162,3113,2,0,91,35,1
2408,162,1773,2,0,57,35,1
702,162,285,2,0,16,34,1
1313,162,4358,4,0,163,34,1
1897,162,1374,2,0,129,34,1
2238,162,1158,2,0,3,34,1
2011,162,1384,7,0,38,32,1
2332,162,170,5,0,0,32,1
