linkId,maxDist,medianDist,maxSimDist,medianSimDist,sumCostOfTrees,sumOfOwnCost,upTo90Count,upTo100Count
4705,0,0,0,0,481,115,1,1
5841,0,0,0,0,321,0,1,1
5839,0,0,0,0,321,255,1,1
899,0,0,0,0,321,0,1,1
900,0,0,0,0,321,0,1,1
5838,0,0,0,0,321,66,1,1
5840,0,0,0,0,321,0,1,1
6154,79,79,2847,2847,4235,4,2,2
8635,364,265,4285,3770,3673,100,3,4
7464,364,265,3187,2062,4023,200,3,5
724,340,171,3942,2914,424,36,4,4
11393,56,56,4768,4768,241,0,2,2
2854,0,0,0,0,1372,341,1,1
11122,0,0,0,0,1372,0,1,1
11121,0,0,0,0,1372,0,1,1
11120,0,0,0,0,1372,0,1,1
11119,0,0,0,0,1372,0,1,1
11118,189,189,1328,1328,1805,0,2,2
13670,113,113,2625,2625,1136,0,2,2
13669,0,0,0,0,988,0,1,1
12156,0,0,0,0,609,0,1,1
3555,237,143,5123,3361,2839,167,6,7
2001,225,133,2080,1620,887,113,5,6
1777,203,108,4886,3207,998,11,4,5
3665,246,108,2763,2467,722,362,5,6
1000,0,0,0,0,479,28,1,1
998,312,41,3518,2864,730,75,2,3
966,0,0,0,0,108,0,1,1
763,0,0,0,0,86,0,1,1
14667,224,224,5234,5234,163,0,2,2
5938,224,224,1356,1356,163,0,2,2
5684,482,482,2335,2335,816,87,2,2
5683,217,217,1372,1372,409,248,2,2
5686,217,217,1495,1495,409,0,2,2
14638,0,0,0,0,322,0,1,1
14639,0,0,0,0,322,0,1,1
15125,198,173,2210,997,529,0,2,3
6556,198,173,2992,2737,529,0,2,3
6555,198,173,3538,1876,529,0,2,3
6552,317,173,2847,2777,582,3,2,3
6238,460,460,3804,3804,214,1,2,2
3352,0,0,0,0,162,0,1,1
12454,0,0,0,0,162,0,1,1
11086,0,0,0,0,162,0,1,1
11088,0,0,0,0,162,0,1,1
10775,0,0,0,0,162,0,1,1
4234,96,50,3208,2694,4938,86,2,3
2497,333,174,4879,2357,262,51,2,3
6540,0,0,0,0,74,0,1,1
5867,0,0,0,0,186,124,1,1
5799,395,208,5397,3791,1504,420,6,7
3582,27,27,4333,4333,498,0,2,2
3581,196,127,3889,3380,738,0,4,4
3580,196,127,3696,3556,738,0,4,4
3579,196,127,4237,3131,738,0,4,4
3576,196,154,3968,3758,784,21,4,5
15667,185,128,5280,1640,652,0,4,5
15665,185,128,3278,1767,652,0,4,5
7469,245,99,5172,2698,2458,3,2,3
16819,93,67,2765,2350,492,0,3,3
2096,230,150,4352,2880,381,0,4,4
8214,319,207,2911,1548,1050,80,3,4
2495,0,0,0,0,104,10,1,1
2499,0,0,0,0,104,0,1,1
2498,0,0,0,0,104,0,1,1
8574,87,87,3604,3604,689,10,2,2
17639,0,0,0,0,586,0,1,1
5835,0,0,0,0,586,0,1,1
6270,62,62,2493,2493,481,0,2,2
14819,135,114,3144,2838,2097,0,3,3
15687,29,29,3283,3283,842,0,2,2
9554,29,29,1236,1236,842,0,2,2
9566,29,29,584,584,842,0,2,2
231,658,410,5331,3932,14153,1392,5,9
6692,223,128,3527,1335,406,11,3,3
14812,171,60,4602,2575,2211,0,2,3
6870,752,590,4916,3821,1114,0,4,5
6869,825,590,3636,3003,1506,223,5,6
186,812,505,2118,1685,1477,20,3,4
1775,752,255,4040,1035,1099,6,3,3
479,0,0,0,0,249,0,1,1
478,0,0,0,0,249,0,1,1
477,0,0,0,0,249,0,1,1
474,0,0,0,0,249,0,1,1
15876,0,0,0,0,60,0,1,1
15877,0,0,0,0,60,0,1,1
8474,0,0,0,0,379,0,1,1
11207,0,0,0,0,112,0,1,1
11368,0,0,0,0,515,0,1,1
17908,489,395,3913,2823,1454,0,6,6
11026,91,91,3093,3093,205,0,2,2
12936,266,91,3311,1463,314,0,3,3
4043,266,139,3307,1581,324,175,4,4
5779,172,172,816,816,438,0,2,2
12360,367,161,5037,2757,1743,0,5,6
6078,367,161,4400,3136,1828,0,6,7
10441,0,0,0,0,98,0,1,1
4813,0,0,0,0,234,0,1,1
10678,0,0,0,0,230,0,1,1
11610,0,0,0,0,230,0,1,1
4991,0,0,0,0,230,0,1,1
8595,269,269,5447,5447,443,0,2,2
8594,269,269,2794,2794,186,0,2,2
1281,133,133,2110,2110,1573,100,2,2
10830,0,0,0,0,77,0,1,1
10832,0,0,0,0,77,0,1,1
1289,322,322,2631,2631,167,7,2,2
10466,278,252,3885,2783,4533,0,2,3
16109,278,252,1669,896,4533,0,2,3
10469,278,252,3908,3035,4533,0,2,3
14619,0,0,0,0,197,0,1,1
6448,172,172,5426,5426,210,0,2,2
2097,230,145,3595,2071,2042,0,2,4
8603,148,110,3816,2828,317,5,3,3
8597,139,139,2740,2740,562,4,2,2
6334,139,139,2480,2480,562,0,2,2
15015,139,139,6417,6417,562,0,2,2
17681,139,139,2829,2829,562,0,2,2
17691,139,139,433,433,562,0,2,2
8671,116,28,3956,2957,949,30,2,3
8673,116,28,5390,2694,2007,170,3,4
17791,28,28,4704,4704,1605,0,2,2
15419,28,28,2838,2838,1605,0,2,2
15614,28,28,5392,5392,1605,0,2,2
15602,28,28,4287,4287,1605,0,2,2
1120,28,28,1755,1755,1605,0,2,2
6508,0,0,0,0,144,0,1,1
6504,0,0,0,0,144,30,1,1
6505,0,0,0,0,144,21,1,1
1998,0,0,0,0,106,0,1,1
1307,0,0,0,0,106,0,1,1
10855,0,0,0,0,106,0,1,1
3672,373,294,4395,2565,1015,0,3,4
430,275,166,4320,3742,1113,232,3,4
17787,0,0,0,0,230,0,1,1
15413,0,0,0,0,230,0,1,1
10651,0,0,0,0,230,0,1,1
10649,0,0,0,0,230,0,1,1
10647,0,0,0,0,230,0,1,1
9861,300,162,4493,3079,1608,0,3,4
9860,308,216,3841,3111,1295,0,4,5
1509,0,0,0,0,97,0,1,1
5388,388,274,5393,2728,1491,0,6,7
5387,686,391,5265,3800,1390,0,5,7
10612,462,462,1923,1923,25787,0,1,2
5866,0,0,0,0,411,0,1,1
1596,298,185,4181,2520,815,35,4,5
6262,349,265,3743,1770,386,24,3,3
6264,437,92,3407,1778,328,44,3,3
3907,67,67,1709,1709,142,19,2,2
3905,67,67,1357,1357,142,52,2,2
11700,0,0,0,0,732,0,1,1
16661,265,265,1853,1853,122,0,2,2
7948,265,205,3284,2623,187,0,3,3
7837,265,205,2017,1897,187,0,3,3
39,265,265,2571,2571,122,0,2,2
4178,0,0,0,0,171,4,1,1
8835,0,0,0,0,2092,0,1,1
16029,0,0,0,0,452,0,1,1
16025,0,0,0,0,452,0,1,1
4499,0,0,0,0,119,7,1,1
1438,307,145,3596,1169,1293,94,2,3
12311,214,214,4446,4446,943,0,1,2
16972,0,0,0,0,924,0,1,1
16971,0,0,0,0,924,0,1,1
17178,0,0,0,0,924,0,1,1
10949,0,0,0,0,924,0,1,1
2054,77,77,3768,3768,1033,83,1,2
16914,176,163,2771,1155,2422,0,2,3
10227,60,60,2825,2825,2458,0,2,2
5986,43,43,1184,1184,87,14,2,2
5985,43,43,1621,1621,87,36,2,2
8327,49,49,2515,2515,8926,748,1,2
15597,49,49,2722,2722,8926,0,1,2
15645,49,49,4346,4346,8926,0,1,2
7048,191,116,2770,1501,8718,2300,2,4
11681,305,252,3928,2555,1641,0,3,3
1778,0,0,0,0,87,0,1,1
154,235,24,5435,4309,415,50,3,3
156,24,24,1482,1482,180,4,2,2
1474,0,0,0,0,815,805,1,1
10923,0,0,0,0,815,0,1,1
6820,222,185,4295,2368,635,58,4,4
9562,185,185,4429,4429,266,0,2,2
15756,0,0,0,0,203,0,1,1
7208,236,236,4211,4211,157,0,2,2
3018,0,0,0,0,158,0,1,1
14128,0,0,0,0,158,0,1,1
10058,0,0,0,0,158,0,1,1
6554,371,371,1134,1134,217,0,2,2
3268,0,0,0,0,158,0,1,1
3270,0,0,0,0,158,0,1,1
3273,0,0,0,0,158,0,1,1
3274,0,0,0,0,158,0,1,1
16439,0,0,0,0,84,0,1,1
2909,235,235,742,742,210,0,2,2
16169,335,160,5591,2034,1422,0,4,7
15461,51,51,3211,3211,1744,0,1,2
13537,326,51,1418,370,3764,0,2,3
14903,0,0,0,0,1224,0,1,1
7011,0,0,0,0,1224,0,1,1
2966,0,0,0,0,233,0,1,1
2880,37,37,304,304,215,0,2,2
2879,37,37,1850,1850,215,0,2,2
12159,37,37,2448,2448,215,0,2,2
10977,37,37,3021,3021,213,0,2,2
2881,37,37,3018,3018,213,0,2,2
15757,0,0,0,0,157,0,1,1
7012,0,0,0,0,112,0,1,1
14904,0,0,0,0,112,0,1,1
9290,409,320,2534,1640,1391,0,3,3
3027,85,51,4758,307,1300,0,1,3
7538,142,117,3450,1756,440,180,3,3
7531,142,117,2150,2008,447,0,3,3
1480,73,73,4184,4184,12376,311,2,2
14754,0,0,0,0,365,0,1,1
14756,0,0,0,0,365,0,1,1
14758,0,0,0,0,365,0,1,1
3360,204,204,3360,3360,1678,0,1,2
6988,204,204,1737,1737,1678,1652,1,2
3246,0,0,0,0,158,0,1,1
12388,0,0,0,0,158,0,1,1
3265,0,0,0,0,158,0,1,1
11506,63,63,4075,4075,236,0,2,2
9160,63,63,2143,2143,236,0,2,2
299,63,63,4203,4203,236,67,2,2
6884,51,51,3424,3424,3175,0,2,2
15439,0,0,0,0,72,0,1,1
9451,0,0,0,0,72,0,1,1
9450,0,0,0,0,72,0,1,1
6769,0,0,0,0,741,4,1,1
6889,91,91,2622,2622,4357,925,1,2
14970,0,0,0,0,110,0,1,1
11721,0,0,0,0,110,0,1,1
11719,0,0,0,0,110,0,1,1
15533,0,0,0,0,111,0,1,1
15532,0,0,0,0,111,0,1,1
6989,0,0,0,0,111,0,1,1
14871,0,0,0,0,2257,0,1,1
14869,0,0,0,0,2257,0,1,1
10163,0,0,0,0,2257,0,1,1
1146,108,108,2255,2255,2752,540,2,2
12633,49,14,4449,4443,385,0,3,3
18056,113,54,4886,1494,478,0,2,3
804,0,0,0,0,167,89,1,1
2972,128,128,3756,3756,299,0,2,2
13141,955,597,5741,3378,6051,0,6,8
7236,955,597,4590,2443,6193,29,7,9
1142,108,101,2597,1677,942,13,3,3
8204,108,101,2259,1885,942,0,3,3
8206,108,101,3498,1490,942,134,3,3
8086,221,195,4461,2122,1050,114,4,4
446,83,83,3973,3973,1379,0,2,2
2974,358,132,5641,3253,1101,391,3,6
7188,572,334,4209,3260,34524,0,4,7
16769,47,47,3078,3078,29769,0,2,2
6893,0,0,0,0,4247,0,1,1
17231,331,212,4627,2471,31839,0,2,5
14598,138,44,5579,4344,5856,0,3,5
8859,433,352,4702,1048,5348,0,3,4
2826,337,162,4460,1979,969,0,3,3
6758,0,0,0,0,6200,89,1,1
6888,184,184,1808,1808,5980,26,2,2
15440,184,184,1542,1542,5980,0,2,2
1188,80,80,1955,1955,1350,295,1,2
2094,80,80,608,608,1350,0,1,2
6008,0,0,0,0,1630,587,1,1
12313,0,0,0,0,1630,0,1,1
3167,61,59,4674,4493,3263,1111,3,3
12064,0,0,0,0,229,0,1,1
15231,0,0,0,0,229,0,1,1
2596,0,0,0,0,6493,870,1,1
1631,0,0,0,0,1349,204,1,1
15525,154,54,5597,3347,4865,0,2,4
4478,350,350,1237,1237,26140,0,2,2
4477,350,350,2471,2471,26140,18,2,2
3191,92,92,2562,2562,750,181,2,2
7226,140,113,2120,1721,14398,6,3,3
7654,140,113,3913,2471,14398,0,3,3
3567,140,110,4977,2660,14785,24,3,4
16231,140,110,5222,2589,1307,0,4,4
3223,140,96,5061,3440,1385,30,4,5
4318,261,261,1988,1988,388,16,2,2
6170,308,308,3524,3524,6497,4344,1,2
7899,299,125,4600,3480,8995,2588,3,6
16276,522,294,3161,1502,1214,0,4,4
16274,522,294,3697,2069,1214,0,4,4
15621,522,294,4538,2133,1214,0,4,4
6978,106,106,3460,3460,2501,230,2,2
15524,106,106,5027,5027,2501,0,2,2
16358,0,0,0,0,1317,0,1,1
15033,191,75,3620,2542,1562,0,3,4
15565,0,0,0,0,3354,0,1,1
15563,0,0,0,0,3354,0,1,1
8904,0,0,0,0,3354,0,1,1
6104,67,67,4632,4632,439,130,2,2
8661,0,0,3982,3982,5202,0,2,2
318,162,35,3959,3468,770,0,3,3
5881,144,113,3289,298,7816,759,1,3
7410,0,0,0,0,535,20,1,1
9726,209,209,3142,3142,793,0,2,2
7809,231,231,1210,1210,163,0,2,2
7811,231,231,2497,2497,163,56,2,2
7813,231,231,3229,3229,163,65,2,2
11013,167,167,1717,1717,6658,0,1,2
11074,0,0,0,0,2413,0,1,1
14926,186,186,2395,2395,8398,0,2,2
7679,0,0,0,0,333,0,1,1
10728,0,0,0,0,923,0,1,1
