trunkId, day1, day2, day3, day4, day5,
2580,542,0,0,0,0,
65,303,1493,2483,1330,2343,
2703,332,214,220,430,0,
1342,165,1803,2620,2958,1766,
1642,1702,0,0,0,0,
404,1306,1428,0,464,131,
885,902,2085,1103,0,1395,
1860,62,141,0,1164,1253,
2857,127,0,82,0,0,
13,1142,218,0,124,0,
4834,307,291,0,0,0,
1936,487,0,161,0,0,
309,3450,3253,6128,0,3562,
1404,819,1193,0,624,0,
1425,1794,319,361,219,944,
375,1033,1261,807,361,2340,
396,325,234,0,167,478,
1299,178,0,0,0,0,
1788,184,341,284,62,69,
1917,2480,2718,2895,2857,21277,
2173,691,0,0,0,0,
825,1673,0,0,0,0,
2393,1783,3108,1674,2156,4705,
171,4286,0,0,2664,8919,
320,169,251,0,143,0,
1992,739,63,3643,718,5126,
2788,10524,0,11666,8343,7724,
1167,99,0,0,0,271,
1246,2163,835,3676,3389,2871,
2355,864,0,0,0,0,
2449,500,206,120,156,356,
2465,873,87,366,243,75,
165,1061,430,493,2366,548,
1689,734,0,0,126,242,
2123,777,176,516,788,967,
2561,345,242,0,0,71,
2759,373,357,0,176,555,
865,1149,223,170,838,223,
998,2582,1747,4537,2617,0,
1794,139,0,0,94,0,
380,300,0,0,0,1073,
625,956,322,1392,700,2306,
845,1167,907,3216,557,1923,
2359,341,303,212,0,664,
2183,221,250,144,111,120,
1268,1572,429,1240,113,1196,
1734,103,0,0,0,0,
1522,253,0,599,106,758,
2307,1074,73,572,481,1076,
2515,922,692,282,477,0,
1366,854,312,0,119,0,
2398,398,479,900,0,779,
1161,660,472,1113,1253,492,
1341,202,187,0,0,322,
1236,189,0,0,155,0,
1495,157,0,136,0,0,
2531,333,0,0,1498,193,
626,1123,1775,328,0,0,
671,243,268,0,0,929,
2209,429,0,0,0,220,
2487,198,0,178,241,168,
1015,310,109,378,0,350,
1431,1550,293,1712,108,1831,
1755,313,0,0,0,493,
407,835,0,0,1127,168,
748,671,358,1088,324,0,
842,861,1476,0,880,2769,
949,525,1065,350,293,326,
1606,357,60,113,0,0,
2400,6110,515,3351,1309,800,
668,259,77,369,243,637,
862,212,0,889,0,0,
1792,254,0,99,0,174,
2489,1852,2788,1871,2604,5658,
553,640,307,338,88,660,
1164,757,3375,217,0,1056,
2433,228,1417,0,0,141,
1725,62,863,372,0,0,
356,145,77,0,0,0,
401,507,93,0,0,1522,
505,975,2149,0,1811,0,
1430,242,338,732,80,427,
2054,983,1445,1501,376,177,
2159,615,2288,0,734,0,
167,1490,1048,0,188,0,
832,153,331,109,0,85,
2589,340,81,0,0,152,
373,1142,299,200,0,0,
664,679,336,308,3298,3971,
2746,138,208,73,448,183,
555,139,0,0,0,0,
1339,271,0,437,269,117,
2626,210,257,0,4359,0,
1002,1099,604,918,873,0,
2314,1142,903,1745,706,1287,
2914,2056,0,1588,2231,3048,
2762,72,74,0,0,514,
704,911,477,574,395,738,
1385,349,0,0,0,0,
493,1597,357,0,468,4044,
1190,4420,4614,4029,1707,4924,
1254,299,166,890,4374,1539,
2341,694,314,599,510,217,
1922,726,0,0,648,0,
104,364,0,459,0,0,
1524,329,295,678,99,0,
1018,543,2657,0,0,0,
709,5355,6016,8822,7532,203,
2194,1056,513,0,0,0,
140,709,1654,1178,0,75,
2744,2451,1585,3177,2496,2731,
59,937,0,0,0,0,
1144,333,8072,7238,363,0,
1030,251,0,0,0,0,
2894,110,209,149,643,175,
1313,710,6666,1675,180,13842,
2436,217,712,765,0,0,
116,940,1389,2923,446,1555,
1897,123,0,148,216,107,
2726,529,0,72,0,0,
2040,1492,921,1703,2441,1805,
1761,60,92,456,412,183,
118,2824,2387,0,615,0,
1705,2182,3529,748,2275,4634,
1127,72,66,0,0,2199,
1163,1440,0,0,692,429,
2795,929,366,1236,530,1001,
2667,1105,0,837,1819,852,
5364,1666,287,0,1343,0,
877,82,0,0,371,170,
299,142,0,0,75,0,
1076,408,130,0,82,64,
1026,177,320,491,80,350,
1289,104,0,0,164,0,
2724,80,0,323,200,106,
161,744,527,260,0,652,
565,719,506,647,536,644,
2633,498,0,184,69,0,
2448,338,0,564,0,0,
1395,148,0,0,0,0,
1264,91,501,261,135,861,
756,188,0,0,129,0,
988,158,462,179,62,0,
2875,116,0,0,0,0,
2290,287,575,641,107,362,
122,193,177,0,0,0,
785,181,881,344,123,161,
1249,119,0,397,0,614,
863,84,0,0,0,0,
2339,661,1206,416,386,154,
2518,136,1594,0,0,0,
497,146,1807,749,103,0,
1963,283,334,64,304,363,
2512,180,65,75,0,124,
355,60,72,0,109,0,
939,402,0,0,0,0,
2817,1275,2583,0,2001,215,
1600,2150,0,2497,2826,0,
365,702,533,0,457,0,
1189,671,657,1753,247,1613,
2821,533,102,318,411,718,
1020,261,0,387,0,621,
1272,376,0,324,1214,345,
1764,304,1158,3243,0,3633,
273,122,330,341,337,81,
2041,837,0,0,0,0,
2188,800,588,374,245,105,
22,172,0,0,0,0,
257,262,573,472,664,165,
654,176,0,0,0,0,
1162,1535,0,0,3912,1398,
1229,3172,0,0,0,0,
1410,303,157,185,152,0,
2761,130,67,364,131,0,
924,438,0,0,61,316,
913,352,204,0,174,132,
1169,85,0,0,0,66,
2716,152,0,0,0,0,
79,89,750,255,885,1010,
2611,373,296,592,426,673,
2268,111,0,0,0,0,
1406,274,0,0,127,0,
702,1017,364,238,2425,0,
1585,177,487,81,167,0,
684,977,368,350,659,2747,
1119,153,0,0,0,0,
1846,399,0,0,0,0,
2133,161,0,0,0,0,
2689,258,0,0,0,408,
2174,104,0,0,361,463,
2876,149,0,142,122,161,
292,939,1699,0,4227,6324,
550,583,3005,4207,0,7695,
413,174,0,0,268,183,
1837,281,0,65,112,229,
370,655,289,479,220,0,
1450,151,84,0,210,0,
357,185,334,0,113,0,
326,147,0,0,0,0,
2482,252,0,1370,0,895,
108,94,229,80,106,0,
418,82,0,0,0,256,
2552,73,213,262,304,228,
1806,249,66,0,0,0,
124,423,274,442,137,803,
2713,78,0,0,0,0,
2520,109,0,0,436,228,
1983,74,139,180,78,0,
2132,395,1448,0,0,75,
566,148,798,0,210,279,
1849,98,517,775,0,436,
744,80,492,192,471,209,
1120,170,104,78,622,141,
498,281,435,898,533,203,
2481,261,101,99,296,0,
1428,385,199,765,162,655,
922,196,0,0,135,0,
915,399,0,254,129,0,
143,155,461,586,514,2059,
758,85,130,249,190,101,
57,323,0,0,80,0,
1529,61,795,0,121,0,
2854,971,0,496,198,169,
1504,249,0,0,0,0,
2283,250,469,238,905,809,
1126,85,157,72,0,0,
2864,664,0,0,84,247,
1672,113,147,79,296,0,
2409,143,98,0,92,0,
2805,229,0,0,0,196,
2893,118,0,0,0,0,
1446,414,369,233,328,432,
2666,122,0,193,148,0,
374,69,0,0,224,0,
379,392,0,89,0,597,
1338,171,0,124,130,68,
930,296,60,398,146,408,
596,106,0,0,0,65,
363,1975,1815,929,1701,0,
2655,67,0,0,0,237,
1931,547,0,1222,109,565,
169,748,1415,421,770,917,
534,158,0,191,109,267,
2656,90,0,455,267,0,
2522,119,91,616,0,280,
2332,146,220,0,220,1579,
2348,304,0,66,555,177,
254,346,153,513,988,1007,
349,71,0,167,0,224,
875,79,0,0,0,0,
1765,77,0,0,0,0,
1848,149,88,315,475,395,
856,72,279,127,182,0,
1918,5275,688,0,0,497,
2679,269,66,0,347,0,
1766,184,0,0,0,1314,
2107,273,268,0,0,798,
931,388,165,127,629,0,
1089,87,0,0,0,0,
667,60,425,0,100,0,
2199,90,0,0,0,0,
152,1727,0,0,0,0,
1409,156,92,650,205,316,
158,69,0,0,0,0,
1130,95,225,105,210,123,
733,451,134,0,280,0,
1911,104,65,0,156,150,
2807,86,0,241,273,428,
1739,414,950,0,243,0,
411,107,115,0,136,726,
168,1017,0,0,1248,0,
322,109,133,302,173,0,
325,120,248,325,64,188,
1552,94,134,0,0,89,
1414,60,318,152,86,298,
414,137,0,461,0,365,
2680,282,0,216,212,0,
728,277,906,361,828,394,
567,191,569,326,0,0,
1666,65,115,305,364,0,
1520,261,255,0,192,394,
1874,218,0,0,0,170,
2962,666,0,0,2117,1670,
1599,2147,70,0,0,0,
2297,198,195,0,0,73,
4487,123,0,0,0,0,
2977,245,520,86,312,151,
1741,652,763,79,0,0,
1960,274,373,263,595,1079,
1280,111,447,0,173,0,
399,464,98,1561,440,0,
368,277,0,149,324,466,
2435,65,0,0,0,0,
2853,390,245,735,0,148,
2457,2190,1712,3139,0,1124,
1929,641,0,0,290,0,
857,473,1284,3811,847,342,
621,1184,344,0,335,1970,
2030,1109,649,2500,2542,0,
2434,96,1732,0,0,0,
1596,3100,6568,0,3685,1415,
815,165,0,134,225,0,
415,213,66,0,685,0,
2177,3476,0,3432,0,0,
2955,91,0,0,0,76,
2645,86,0,0,0,0,
2202,310,368,1261,431,122,
293,93,0,170,0,0,
2464,191,0,290,0,129,
2203,800,138,369,0,0,
743,146,0,0,195,200,
1100,251,294,215,397,96,
1821,124,112,200,144,141,
849,3878,98,380,0,1685,
705,375,0,0,0,0,
2635,66,64,0,0,0,
2492,197,101,0,134,2780,
2476,1053,0,512,0,92,
2640,765,0,0,855,1514,
159,97,67,926,74,117,
1833,164,650,236,212,188,
2727,200,0,0,0,0,
1086,356,0,553,0,546,
775,224,2425,0,586,70,
582,1201,0,0,288,0,
4119,222,0,117,748,111,
2799,581,131,676,886,0,
897,459,0,0,0,164,
1683,102,0,484,0,247,
1251,66,0,121,200,62,
729,198,0,0,1746,0,
8,275,0,635,0,0,
1494,190,0,151,86,103,
2856,83,701,303,187,136,
2791,1007,222,0,146,0,
4021,71,0,0,0,0,
4879,75,576,0,3569,4571,
1004,619,125,136,121,1090,
1639,157,384,0,0,83,
1844,76,0,0,65,70,
2480,462,0,259,0,0,
274,399,376,114,600,295,
78,562,232,0,0,0,
197,238,0,0,0,518,
244,905,0,379,0,582,
1665,340,0,614,208,876,
2484,183,241,487,0,0,
2612,963,0,227,118,0,
2115,116,0,0,263,3093,
352,1038,868,5214,0,77,
1373,206,0,3797,0,5319,
17,126,0,109,0,0,
2621,62,0,0,0,0,
55,65,0,0,218,0,
213,508,130,88,495,0,
532,155,509,507,273,642,
1834,269,0,0,270,113,
412,189,836,1093,768,201,
87,167,0,326,0,0,
2167,6268,6567,0,9466,3910,
1859,306,239,413,274,197,
2528,114,106,0,236,0,
2883,96,371,118,478,0,
991,75,76,332,147,1124,
1946,62,66,0,245,0,
2521,97,266,95,0,707,
366,73,0,193,0,0,
291,62,111,196,0,0,
1925,91,164,116,0,197,
838,1272,250,2519,1515,0,
1891,197,146,75,744,485,
2882,79,114,0,336,108,
2474,209,0,354,0,0,
784,161,0,0,131,352,
125,81,376,288,326,368,
2881,74,0,0,513,0,
1,258,0,192,220,440,
1422,178,0,0,0,0,
948,497,706,1338,73,395,
533,87,164,301,210,301,
1500,155,241,0,189,0,
211,114,0,0,76,0,
2634,191,368,300,151,0,
151,202,0,0,146,0,
398,232,532,102,500,581,
734,377,327,268,589,397,
2720,158,290,0,0,0,
1031,128,107,0,0,0,
48,2436,0,0,0,0,
1590,353,0,635,0,0,
222,169,190,0,0,0,
1678,63,118,0,0,0,
2422,77,112,0,0,141,
298,136,0,0,0,0,
97,83,198,82,130,281,
107,75,0,0,0,0,
297,166,72,0,0,0,
1767,324,3568,0,1459,0,
56,77,76,354,448,0,
1797,69,88,0,404,404,
1244,149,2554,0,303,644,
528,68,0,0,577,0,
2827,62,0,3768,0,2402,
1233,77,0,0,0,0,
1379,0,274,102,63,0,
2184,0,148,484,271,411,
2488,0,97,0,0,0,
693,0,196,0,0,0,
1166,0,177,728,0,167,
1757,0,173,4140,3490,0,
1966,0,64,85,0,0,
117,0,2475,177,2419,0,
2777,0,1205,0,2833,1054,
277,0,80,0,0,0,
2394,0,318,0,168,0,
747,0,140,0,0,135,
345,0,228,0,0,71,
752,0,71,0,98,0,
2493,0,286,0,0,0,
4124,0,62,0,612,482,
1740,0,228,539,0,0,
2831,0,736,0,1126,0,
694,0,105,0,0,0,
1530,0,7069,0,0,0,
186,0,604,0,0,0,
1101,0,383,103,0,0,
1758,0,5679,0,0,0,
2240,0,509,182,0,255,
2913,0,385,304,0,0,
1226,0,3037,1162,4095,1081,
2855,0,4436,0,0,0,
382,0,112,0,0,0,
2122,0,1182,723,0,0,
1904,0,68,0,0,0,
556,0,240,0,143,0,
2527,0,219,267,0,0,
1402,0,382,333,1430,64,
1405,0,416,0,76,0,
1748,0,64,1441,350,1378,
1640,0,488,2253,2420,1411,
2450,0,170,0,0,0,
2704,0,119,0,0,336,
294,0,450,0,0,0,
1432,0,1584,0,1086,0,
2577,0,974,1794,0,0,
2722,0,81,0,0,0,
2829,0,887,0,0,0,
2469,0,214,130,0,140,
1671,0,444,438,279,0,
198,0,186,175,0,0,
765,0,380,0,356,684,
558,0,356,303,215,116,
2523,0,228,0,0,0,
2760,0,284,0,0,0,
1584,0,78,70,0,0,
4569,0,254,82,0,0,
976,0,426,0,0,0,
2644,0,143,897,3576,2382,
2372,0,476,373,714,96,
328,0,385,0,0,0,
2852,0,71,0,0,0,
170,0,3071,5449,0,0,
560,0,301,0,0,0,
2270,0,1583,2346,0,0,
1517,0,293,141,0,0,
2884,0,130,0,183,208,
1762,0,123,373,0,79,
400,0,137,577,0,0,
2824,0,826,0,0,0,
1267,0,468,902,1451,742,
217,0,83,0,0,0,
2723,0,194,0,289,578,
1903,0,86,61,145,0,
660,0,586,398,0,72,
14,0,152,157,0,234,
2238,0,393,0,211,0,
805,0,963,0,0,0,
2525,0,284,0,0,231,
1521,0,146,227,0,133,
2869,0,106,140,0,0,
2274,0,559,152,0,88,
1853,0,91,0,0,0,
1894,0,356,184,341,436,
1380,0,115,0,0,210,
1609,0,205,0,394,167,
1263,0,146,0,350,168,
2691,0,65,363,0,159,
2725,0,183,372,0,236,
1934,0,108,107,0,2867,
2273,0,176,344,0,983,
907,0,74,0,0,0,
2702,0,220,0,522,0,
1340,0,134,123,351,0,
2966,0,395,0,0,200,
841,0,2331,4543,549,2379,
2822,0,74,221,99,0,
2461,0,874,0,0,0,
1677,0,165,0,0,206,
250,0,168,0,0,0,
1377,0,68,0,132,252,
1796,0,137,0,0,0,
346,0,283,141,0,0,
1875,0,305,0,0,0,
920,0,90,0,0,0,
701,0,454,0,87,71,
251,0,150,0,0,0,
2282,0,97,391,0,440,
2584,0,97,0,91,0,
54,0,75,77,0,0,
2309,0,151,0,66,441,
993,0,1769,0,531,169,
2291,0,283,0,465,136,
2902,0,65,0,385,0,
2568,0,122,0,261,102,
1664,0,733,183,0,138,
2671,0,565,295,0,256,
2459,0,2001,120,122,209,
688,0,112,0,0,0,
1901,0,117,0,0,0,
751,0,111,128,0,0,
866,0,387,1093,0,67,
908,0,216,6084,6623,2443,
1335,0,180,215,177,558,
1378,0,71,107,0,286,
1607,0,66,0,92,93,
2475,0,384,176,0,191,
58,0,753,0,302,413,
70,0,195,233,158,450,
640,0,80,0,0,0,
2029,0,208,0,318,353,
2529,0,157,82,0,0,
973,0,236,290,0,162,
1800,0,90,0,0,436,
4620,0,62,0,0,0,
801,0,74,101,68,75,
2129,0,208,266,609,2556,
1673,0,676,0,1361,404,
2121,0,110,154,0,100,
1017,0,399,1005,212,0,
1206,0,85,0,0,0,
472,0,707,331,0,0,
2907,0,83,198,0,0,
1316,0,86,0,0,92,
1858,0,384,915,442,0,
921,0,174,0,61,0,
595,0,84,0,0,0,
787,0,125,291,0,0,
2730,0,96,123,138,531,
2630,0,104,0,0,0,
99,0,136,327,299,617,
1496,0,92,0,0,0,
189,0,134,107,0,0,
2263,0,69,0,105,77,
2166,0,1881,0,7820,3674,
10,0,129,0,0,0,
2261,0,80,0,0,0,
2885,0,197,63,492,860,
1832,0,383,0,93,435,
2219,0,78,0,0,0,
2135,0,97,0,94,4214,
2571,0,356,0,0,0,
2978,0,412,0,0,0,
2269,0,1579,125,544,0,
4626,0,82,0,0,340,
1688,0,370,0,0,0,
53,0,156,0,0,0,
1400,0,244,0,0,0,
941,0,423,0,0,0,
996,0,415,662,0,0,
1653,0,419,0,0,0,
1458,0,141,63,76,0,
77,0,92,0,62,0,
1633,0,130,0,0,0,
1040,0,1383,1581,188,0,
2443,0,85,106,0,79,
4477,0,2021,0,0,270,
848,0,220,93,0,0,
1554,0,179,0,0,0,
395,0,91,113,0,0,
618,0,154,0,0,0,
723,0,146,0,0,0,
1332,0,1178,0,0,0,
1605,0,159,0,0,502,
1728,0,94,0,0,0,
1618,0,234,128,0,0,
1625,0,705,0,0,0,
799,0,2674,0,0,17850,
1211,0,148,194,0,0,
520,0,128,0,0,0,
1637,0,243,0,0,0,
708,0,260,0,0,0,
1629,0,183,0,0,0,
1570,0,86,0,0,0,
2779,0,322,0,0,0,
1382,0,189,0,0,0,
1036,0,140,148,0,0,
210,0,226,0,174,0,
1638,0,109,0,0,0,
2560,0,63,93,114,0,
851,0,365,0,0,0,
804,0,1536,1570,0,384,
474,0,75,0,0,0,
1716,0,146,285,0,0,
1919,0,695,0,0,21911,
265,0,156,0,141,0,
406,0,216,0,0,0,
1375,0,572,3459,0,3261,
1793,0,83,66,0,0,
1284,0,130,0,0,0,
1357,0,577,0,0,0,
1321,0,675,0,0,0,
358,0,66,82,113,248,
1808,0,135,231,118,273,
2836,0,68,0,206,620,
1961,0,83,0,831,92,
562,0,243,0,4228,857,
1035,0,134,0,0,0,
1651,0,470,0,0,0,
2681,0,77,0,569,0,
354,0,65,0,0,0,
1007,0,168,0,0,0,
2421,0,146,134,0,0,
1303,0,316,171,0,0,
1726,0,84,0,0,0,
2360,0,72,0,345,160,
2175,0,136,3625,984,294,
2362,0,162,0,0,191,
2361,0,191,0,0,163,
1330,0,99,0,0,0,
1526,0,73,249,0,0,
859,0,0,66,128,0,
1519,0,0,255,0,0,
290,0,0,84,0,173,
1909,0,0,60,1906,1591,
1085,0,0,1159,0,0,
1345,0,0,136,218,0,
182,0,0,400,930,122,
1044,0,0,1887,0,0,
1820,0,0,70,146,0,
1096,0,0,88,0,0,
422,0,0,116919,456,0,
2959,0,0,150,115,0,
2526,0,0,161,194,522,
2354,0,0,1038,433,0,
81,0,0,405,444,1337,
2185,0,0,66,0,0,
2479,0,0,69,0,0,
2733,0,0,169,0,0,
100,0,0,380,0,0,
183,0,0,72,0,0,
2300,0,0,99,0,0,
2657,0,0,89,0,1526,
1525,0,0,902,0,0,
1408,0,0,135,0,124,
675,0,0,80,0,91,
2349,0,0,98,94,0,
96,0,0,6354,0,0,
2763,0,0,67,0,0,
1019,0,0,260,105,487,
1588,0,0,91,0,210,
674,0,0,84,0,0,
1273,0,0,428,0,0,
184,0,0,337,0,0,
1945,0,0,227,0,0,
798,0,0,545,0,144,
1805,0,0,78,0,0,
864,0,0,307,0,0,
2516,0,0,109,0,0,
2965,0,0,627,345,611,
2351,0,0,150,0,178,
2210,0,0,226,0,0,
1083,0,0,99,0,0,
2350,0,0,64,157,0,
1814,0,0,69,367,550,
1128,0,0,203,0,156,
757,0,0,122,0,0,
665,0,0,98,0,0,
871,0,0,143,548,463,
695,0,0,107,105,0,
98,0,0,1829,0,100,
1514,0,0,130,0,0,
324,0,0,184,0,0,
1898,0,0,205,0,0,
766,0,0,145,0,112,
726,0,0,515,0,0,
1892,0,0,465,86,0,
280,0,0,98,120,66,
172,0,0,159,0,106,
2453,0,0,69,0,0,
1770,0,0,94,8446,240,
1889,0,0,132,0,0,
972,0,0,196,814,0,
1920,0,0,142,0,0,
1398,0,0,104,1234,0,
1358,0,0,464,0,0,
1027,0,0,182,0,76,
697,0,0,83,0,0,
1084,0,0,102,389,0,
4842,0,0,447,0,0,
1831,0,0,114,289,83,
494,0,0,290,0,257,
754,0,0,416,0,239,
620,0,0,149,0,0,
360,0,0,102,490,690,
1852,0,0,265,0,0,
2646,0,0,2018,1337,109,
1801,0,0,75,0,119,
2823,0,0,730,0,0,
1411,0,0,310,63,0,
2830,0,0,81,99,88,
2381,0,0,68,0,0,
181,0,0,100,0,0,
2756,0,0,136,0,0,
402,0,0,93,67,151,
1935,0,0,123,0,0,
504,0,0,1065,315,422,
2128,0,0,436,0,1553,
2162,0,0,88,0,0,
2204,0,0,328,89,104,
2357,0,0,2099,1915,0,
1143,0,0,2827,5573,5281,
1417,0,0,120,0,0,
761,0,0,70,0,769,
1798,0,0,201,0,0,
814,0,0,134,0,0,
1991,0,0,3019,4460,0,
2176,0,0,529,727,0,
142,0,0,75,0,0,
551,0,0,195,496,0,
1306,0,0,431,0,0,
2252,0,0,78,0,1838,
1817,0,0,0,306,948,
2967,0,0,0,73,0,
481,0,0,0,105,0,
2934,0,0,0,245,0,
2810,0,0,0,60,0,
1188,0,0,0,4736,7431,
2517,0,0,0,137,345,
2674,0,0,0,66,0,
185,0,0,0,111,0,
1125,0,0,0,12525,19326,
2629,0,0,0,72,0,
1990,0,0,0,269,0,
1087,0,0,0,196,0,
2114,0,0,0,3810,0,
2587,0,0,0,119,256,
824,0,0,0,4134,0,
310,0,0,0,7243,0,
2579,0,0,0,510,510,
2825,0,0,0,1518,0,
179,0,0,0,63,80,
736,0,0,0,65,0,
666,0,0,0,61,68,
2181,0,0,0,1759,0,
2803,0,0,0,60,0,
1344,0,0,0,167,551,
1046,0,0,0,3254,0,
2437,0,0,0,352,966,
2622,0,0,0,1970,954,
2253,0,0,0,844,70,
2551,0,0,0,439,0,
1276,0,0,0,344,134,
2903,0,0,0,196,331,
344,0,0,0,251,251,
26,0,0,0,132,0,
235,0,0,0,532,239,
2408,0,0,0,456,9137,
898,0,0,0,84,0,
1687,0,0,0,79,0,
806,0,0,0,175,1218,
1434,0,0,0,1804,14556,
1843,0,0,0,240,0,
887,0,0,0,267,0,
1528,0,0,0,167,0,
4543,0,0,0,357,382,
2353,0,0,0,463,0,
339,0,0,0,194,0,
1043,0,0,0,319,0,
2310,0,0,0,96,72,
4781,0,0,0,656,237,
332,0,0,0,110,0,
2161,0,0,0,17883,0,
1693,0,0,0,653,0,
925,0,0,0,117,211,
2468,0,0,0,94,0,
1009,0,0,0,190,0,
730,0,0,0,104,106,
1890,0,0,0,273,0,
109,0,0,0,585,0,
1872,0,0,0,102,0,
2558,0,0,0,361,0,
869,0,0,0,179,0,
1921,0,0,0,157,0,
2280,0,0,0,73,0,
1168,0,0,0,187,0,
3701,0,0,0,2854,0,
685,0,0,0,94,0,
2524,0,0,0,120,117,
786,0,0,0,192,82,
2563,0,0,0,130,0,
137,0,0,0,162,95,
1927,0,0,0,80,0,
94,0,0,0,917,0,
330,0,0,0,141,0,
1498,0,0,0,142,154,
348,0,0,0,61,0,
1959,0,0,0,114,0,
2497,0,0,0,217,0,
812,0,0,0,70,82,
491,0,0,0,3074,3041,
1679,0,0,0,131,114,
783,0,0,0,229,0,
1790,0,0,0,99,120,
61,0,0,0,66,0,
1908,0,0,0,186,0,
2933,0,0,0,314,0,
1209,0,0,0,173,171,
2530,0,0,0,66,199,
2632,0,0,0,114,1055,
1789,0,0,0,88,119,
153,0,0,0,139,0,
727,0,0,0,114,0,
3279,0,0,0,148,0,
655,0,0,0,157,0,
852,0,0,0,66,77,
755,0,0,0,0,171,
1308,0,0,0,0,2904,
3140,0,0,0,0,11324,
25,0,0,0,0,196,
1387,0,0,0,0,767,
361,0,0,0,0,346,
607,0,0,0,0,304,
2715,0,0,0,0,218,
803,0,0,0,0,1460,
1481,0,0,0,0,344,
1274,0,0,0,0,342,
1811,0,0,0,0,127,
2279,0,0,0,0,291,
432,0,0,0,0,199,
212,0,0,0,0,262,
1260,0,0,0,0,302,
2299,0,0,0,0,335,
868,0,0,0,0,627,
2932,0,0,0,0,129,
2565,0,0,0,0,78,
282,0,0,0,0,171,
1967,0,0,0,0,178,
499,0,0,0,0,465,
1512,0,0,0,0,160,
2620,0,0,0,0,291,
1282,0,0,0,0,134,
606,0,0,0,0,152,
1823,0,0,0,0,125,
1681,0,0,0,0,267,
1493,0,0,0,0,108,
2367,0,0,0,0,84,
1809,0,0,0,0,192,
1151,0,0,0,0,61,
2786,0,0,0,0,97,
288,0,0,0,0,78,
624,0,0,0,0,342,
2285,0,0,0,0,1359,
2624,0,0,0,0,229,
2785,0,0,0,0,533,
1028,0,0,0,0,3625,
1619,0,0,0,0,211,
1245,0,0,0,0,1793,
73,0,0,0,0,477,
430,0,0,0,0,92,
2218,0,0,0,0,61,
